ds;Mixed_Models;Mixed_Models/BottomUp;Mixed_Models/TopDown_method-forecast_proportions;Mixed_Models/MiddleOut_middle_level-Total/Store_top_down_method-forecast_proportions;Mixed_Models/MinTrace_method-ols;Mixed_Models/MinTrace_method-wls_struct;Weekly_Sales
2012-09-07;9891,226;9891,226;9596,191;9776,544;9476,577;9706,837;8650,42
2012-09-14;9684,23;9684,23;9380,743;10090,671;9020,663;9601,718;8644,8
2012-09-21;8980,28;8980,28;8627,261;9600,628;8104,7515;8939,634;11071,31
2012-09-28;9097,947;9097,947;8936,74;9788,481;8511,612;9222,807;11629,98
2012-10-05;9420,456;9420,456;9456,62;9614,531;9382,497;9476,742;10911,65
2012-10-12;9326,218;9326,218;9114,703;9716,011;8796,123;9289,003;10835,02
2012-10-19;10084,22;10084,22;9773,458;10384,586;9483,956;10007,94;9560,84
2012-10-26;10486,557;10486,557;10180,454;10738,518;9936,3;10450,321;9987,7
2012-09-07;2006,6101;2006,6101;1946,7573;1983,3447;1591,9615;1822,221;1642,5
2012-09-14;1962,9314;1962,9314;1901,4165;2045,3143;1299,3641;1880,4191;1333,0
2012-09-21;2028,6377;2028,6377;1948,8907;2168,774;1153,109;1987,9911;2008,32
2012-09-28;1828,718;1828,718;1796,3148;1967,5178;1242,3835;1953,5778;2249,73
2012-10-05;1803,3397;1803,3397;1810,2627;1840,4911;1765,3806;1859,6255;2306,45
2012-10-12;1832,8453;1832,8453;1791,2772;1909,4497;1302,7506;1795,6309;1862,9
2012-10-19;1824,769;1824,769;1768,5359;1879,1211;1224,5055;1748,4893;2010,22
2012-10-26;1882,588;1882,588;1827,6353;1927,821;1332,3312;1846,3525;1585,7
2012-09-07;395,99313;395,99313;384,18152;391,40186;0,0;211,60402;454,28
2012-09-14;458,1642;458,1642;443,80615;477,39307;0,0;375,65195;470,08
2012-09-21;511,43652;511,43652;491,33163;546,766;0,0;470,78986;867,49
2012-09-28;580,6496;580,6496;570,3611;624,72095;0,0;705,50934;858,1
2012-10-05;687,08966;687,08966;689,72736;701,2447;649,13055;743,3754;428,04
2012-10-12;601,2843;601,2843;587,6474;626,4152;71,18962;564,0698;1208,73
2012-10-19;711,8089;711,8089;689,87335;733,0107;111,54535;635,5291;991,47
2012-10-26;815,8667;815,8667;792,0515;835,46954;265,6099;779,6312;675,78
2012-09-07;2917,8484;2917,8484;2830,8154;2884,0178;2503,2;2733,4592;2672,89
2012-09-14;2746,7107;2746,7107;2660,6335;2861,9883;2083,1433;2664,1985;2521,37
2012-09-21;2791,0994;2791,0994;2681,38;2983,9055;1915,5707;2750,4526;2972,9
2012-09-28;2747,6616;2747,6616;2698,9756;2956,2092;2161,3271;2872,5215;3606,63
2012-10-05;2890,3367;2890,3367;2901,4324;2949,8818;2852,3774;2946,6223;3013,3
2012-10-12;2897,9377;2897,9377;2832,2139;3019,0583;2367,843;2860,7231;3714,22
2012-10-19;2913,3726;2913,3726;2823,5923;3000,1497;2313,109;2837,0928;3220,26
2012-10-26;3231,5457;3231,5457;3137,2168;3309,1902;2681,2888;3195,31;3550,39
2012-09-07;42260,445;42260,445;40999,91;41770,465;41845,797;42076,055;40868,85
2012-09-14;40164,11;40164,11;38905,434;41849,77;39500,543;40081,598;44246,04
2012-09-21;38791,49;38791,49;37266,574;41471,164;37915,96;38750,84;48607,15
2012-09-28;39436,977;39436,977;38738,19;42430,246;38850,64;39561,836;39802,52
2012-10-05;44472,69;44472,69;44643,418;45388,895;44434,73;44528,977;42086,59
2012-10-12;46204,344;46204,344;45156,45;48135,473;45674,25;46167,13;35930,42
2012-10-19;43890,63;43890,63;42538,07;45197,945;43290,367;43814,348;42609,35
2012-10-26;41151,05;41151,05;39949,85;42139,79;40600,793;41114,816;37972,24
2012-09-07;21435,078;21435,078;20795,717;21186,553;21020,43;21250,69;20714,22
2012-09-14;20372,408;20372,408;19733,973;21227,424;19708,842;20289,896;20174,22
2012-09-21;20632,729;20632,729;19821,645;22058,016;19757,2;20592,082;20251,38
2012-09-28;20107,742;20107,742;19751,451;21633,92;19521,408;20232,602;21180,78
2012-10-05;20383,498;20383,498;20461,748;20803,428;20345,54;20439,783;21346,0
2012-10-12;20454,97;20454,97;19991,06;21309,895;19924,877;20417,756;20293,61
2012-10-19;20454,207;20454,207;19823,877;21063,451;19853,943;20377,928;19782,28
2012-10-26;20887,938;20887,938;20278,219;21389,814;20337,682;20851,701;20031,95
2012-09-07;46090,266;46090,266;44715,492;45555,88;45675,617;45905,875;45528,6
2012-09-14;44856,055;44856,055;43450,344;46738,637;44192,49;44773,543;44391,97
2012-09-21;44072,11;44072,11;42339,61;47116,562;43196,582;44031,46;43176,97
2012-09-28;42541,62;42541,62;41787,824;45770,53;41955,285;42666,48;44633,43
2012-10-05;44643,8;44643,8;44815,184;45563,527;44605,84;44700,086;43550,74
2012-10-12;43017,746;43017,746;42042,12;44815,688;42487,652;42980,53;44089,7
2012-10-19;43413,47;43413,47;42075,613;44706,574;42813,207;43337,188;41693,07
2012-10-26;43155,35;43155,35;41895,65;44192,246;42605,094;43119,117;42616,74
2012-09-07;3870,9976;3870,9976;3755,5342;3826,1157;3456,349;3686,6084;5651,0
2012-09-14;3635,2466;3635,2466;3521,3242;3787,8157;2971,6792;3552,7344;4870,05
2012-09-21;3004,8828;3004,8828;2886,759;3212,4568;2129,354;2964,236;5550,54
2012-09-28;3640,3015;3640,3015;3575,7988;3916,6006;3053,967;3765,1614;4706,18
2012-10-05;3037,5166;3037,5166;3049,1772;3100,094;2999,5574;3093,8022;4816,29
2012-10-12;2861,7622;2861,7622;2796,8586;2981,3708;2331,6675;2824,5476;6420,63
2012-10-19;3279,5857;3279,5857;3178,52;3377,2708;2679,322;3203,306;3127,03
2012-10-26;2579,8494;2579,8494;2504,5435;2641,8357;2029,5925;2543,6138;4278,74
2012-09-07;6073,8457;6073,8457;5892,6763;6003,424;5659,1973;5889,4565;6027,14
2012-09-14;5782,082;5782,082;5600,8813;6024,7524;5118,5146;5699,57;5981,27
2012-09-21;5583,127;5583,127;5363,6514;5968,803;4707,598;5542,4805;5262,44
2012-09-28;5440,0293;5440,0293;5343,637;5852,9277;4853,695;5564,889;5430,2
2012-10-05;5799,384;5799,384;5821,647;5918,8594;5761,425;5855,6694;5819,43
2012-10-12;5695,337;5695,337;5566,1694;5933,376;5165,242;5658,1226;5977,1
2012-10-19;5405,8237;5405,8237;5239,235;5566,8403;4805,56;5329,544;6305,93
2012-10-26;5488,543;5488,543;5328,3325;5620,4165;4938,286;5452,3076;5179,22
2012-09-07;3228,2185;3228,2185;3131,928;3190,7893;2813,57;3043,8293;3668,43
2012-09-14;3379,328;3379,328;3273,4253;3521,156;2715,7605;3296,8157;3516,34
2012-09-21;3391,0625;3391,0625;3257,7578;3625,3135;2515,5337;3350,4158;3226,42
2012-09-28;3414,2222;3414,2222;3353,7253;3673,3616;2827,8877;3539,082;3605,1
2012-10-05;3671,93;3671,93;3686,0261;3747,577;3633,9707;3728,2156;3728,39
2012-10-12;3777,7861;3777,7861;3692,1074;3935,6802;3247,6914;3740,5715;4010,09
2012-10-19;4112,062;4112,062;3985,3423;4234,543;3511,7983;4035,7822;4172,05
2012-10-26;3969,6548;3969,6548;3853,7805;4065,034;3419,398;3933,4192;5456,08
2012-09-07;17518,76;17518,76;16996,215;17315,64;17104,111;17334,371;16472,33
2012-09-14;16619,88;16619,88;16099,042;17317,406;15956,313;16537,37;15843,22
2012-09-21;16851,334;16851,334;16188,898;18015,406;15975,806;16810,688;16421,57
2012-09-28;16973,7;16973,7;16672,941;18262,004;16387,365;17098,559;17142,75
2012-10-05;17914,248;17914,248;17983,02;18283,309;17876,29;17970,533;17661,3
2012-10-12;17894,807;17894,807;17488,96;18642,727;17364,713;17857,592;17031,8
2012-10-19;18263,11;18263,11;17700,3;18807,09;17662,846;18186,83;16764,73
2012-10-26;18389,55;18389,55;17852,76;18831,398;17839,295;18353,314;17684,37
2012-09-07;12841,86;12841,86;12458,815;12692,967;12427,212;12657,472;8703,81
2012-09-14;11697,202;11697,202;11330,632;12188,126;11033,635;11614,689;12742,69
2012-09-21;11000,968;11000,968;10568,514;11760,902;10125,439;10960,321;10837,32
2012-09-28;11139,285;11139,285;10941,908;11984,757;10552,95;11264,145;10714,37
2012-10-05;11760,255;11760,255;11805,401;12002,533;11722,296;11816,541;10669,21
2012-10-12;12508,99;12508,99;12225,292;13031,808;11978,8955;12471,775;14322,11
2012-10-19;12300,9;12300,9;11921,828;12667,292;11700,637;12224,621;12486,02
2012-10-26;13028,82;13028,82;12648,509;13341,864;12478,563;12992,585;11189,63
2012-09-07;9464,501;9464,501;9182,195;9354,767;9049,853;9280,112;8309,77
2012-09-14;9327,535;9327,535;9035,227;9719,006;8663,968;9245,022;7991,58
2012-09-21;10097,782;10097,782;9700,833;10795,326;9222,254;10057,136;9651,76
2012-09-28;10091,356;10091,356;9912,548;10857,291;9505,021;10216,216;13284,3
2012-10-05;10899,7;10899,7;10941,543;11124,25;10861,741;10955,986;10807,24
2012-10-12;10495,527;10495,527;10257,493;10934,192;9965,433;10458,3125;8435,02
2012-10-19;11103,347;11103,347;10761,18;11434,068;10503,083;11027,067;12729,23
2012-10-26;11326,44;11326,44;10995,822;11598,581;10776,184;11290,205;10425,7
2012-09-07;2189,6543;2189,6543;2124,3418;2164,2668;1775,0057;2005,2651;1884,0
2012-09-14;2075,993;2075,993;2010,9348;2163,121;1412,4257;1993,4806;2552,0
2012-09-21;2100,2822;2100,2822;2017,7189;2245,3674;1224,7535;2059,6355;2164,0
2012-09-28;1973,9667;1973,9667;1938,9899;2123,7908;1387,6322;2098,8264;2037,0
2012-10-05;1926,4644;1926,4644;1933,8599;1966,1522;1888,5052;1982,7501;1897,0
2012-10-12;1968,3132;1968,3132;1923,6727;2050,5796;1438,2185;1931,0988;2409,0
2012-10-19;2048,4858;2048,4858;1985,3585;2109,5015;1448,2223;1972,206;1810,0
2012-10-26;2036,1584;2036,1584;1976,7229;2085,0813;1485,9016;1999,923;2317,0
2012-09-07;1665,5597;1665,5597;1615,8796;1646,2485;1250,9111;1481,1705;1784,82
2012-09-14;1837,4517;1837,4517;1779,869;1914,5682;1173,8844;1754,9393;1447,13
2012-09-21;1822,2382;1822,2382;1750,605;1948,1163;946,7094;1781,5916;1199,4
2012-09-28;1779,8606;1779,8606;1748,3232;1914,952;1193,5261;1904,7203;1935,98
2012-10-05;1707,3208;1707,3208;1713,875;1742,494;1669,3617;1763,6066;1787,64
2012-10-12;1656,1106;1656,1106;1618,5507;1725,3285;1126,0159;1618,8961;1246,96
2012-10-19;1561,2295;1561,2295;1513,1177;1607,7319;960,96594;1484,9497;1283,55
2012-10-26;1370,684;1370,684;1330,6737;1403,6174;820,4272;1334,4485;1494,53
2012-09-07;3862,9644;3862,9644;3747,7407;3818,1758;3448,316;3678,5752;4183,12
2012-09-14;4092,3552;4092,3552;3964,1077;4264,109;3428,7878;4009,843;4079,7
2012-09-21;4330,1777;4330,1777;4159,956;4629,302;3454,649;4289,5312;3310,58
2012-09-28;3870,8247;3870,8247;3802,2375;4164,6206;3284,4902;3995,6846;4646,76
2012-10-05;3917,4717;3917,4717;3932,5105;3998,1775;3879,5125;3973,7573;4096,86
2012-10-12;3940,7087;3940,7087;3851,3354;4105,412;3410,614;3903,4941;4651,64
2012-10-19;4668,148;4668,148;4524,2915;4807,1924;4067,8843;4591,868;3575,26
2012-10-26;4908,251;4908,251;4764,979;5026,1816;4357,994;4872,0156;4567,47
2012-09-07;1776,7446;1776,7446;1723,7482;1756,1444;1362,0961;1592,3555;2523,05
2012-09-14;1925,302;1925,302;1864,9662;2006,1056;1261,7347;1842,7897;2867,09
2012-09-21;1689,1051;1689,1051;1622,7056;1805,7866;813,57635;1648,4585;3249,08
2012-09-28;1807,9009;1807,9009;1775,8666;1945,1206;1221,5664;1932,7606;3742,08
2012-10-05;1719,6785;1719,6785;1726,2802;1755,1063;1681,7194;1775,9642;3125,58
2012-10-12;1534,5669;1534,5669;1499,7635;1598,7046;1004,4722;1497,3524;1613,83
2012-10-19;1268,2004;1268,2004;1229,1189;1305,9749;667,9369;1191,9207;1703,48
2012-10-26;1066,4899;1066,4899;1035,359;1092,1145;516,2331;1030,2544;1078,63
2012-09-07;206,66899;206,66899;200,5045;204,27281;0,0;22,279882;129,73
2012-09-14;199,14093;199,14093;192,90019;207,49875;0,0;116,628654;195,97
2012-09-21;220,3806;220,3806;211,71733;235,60423;0,0;179,73395;169,88
2012-09-28;239,78162;239,78162;235,53291;257,98105;0,0;364,6414;220,52
2012-10-05;187,83722;187,83722;188,5583;191,70694;149,87811;244,12297;127,07
2012-10-12;193,48795;193,48795;189,09972;201,57484;0,0;156,27345;122,56
2012-10-19;177,48344;177,48344;172,014;182,76993;0,0;101,203674;125,48
2012-10-26;179,86105;179,86105;174,61092;184,18259;0,0;143,62556;220,51
2012-09-07;2547,5422;2547,5422;2471,5547;2518,0051;2132,8938;2363,153;2652,82
2012-09-14;2909,5256;2909,5256;2818,346;3031,6365;2245,9583;2827,0134;2478,19
2012-09-21;2555,347;2555,347;2454,8948;2731,8674;1679,8182;2514,7002;2832,14
2012-09-28;2294,7173;2294,7173;2254,0571;2468,8865;1708,3828;2419,5771;1446,65
2012-10-05;2372,8296;2372,8296;2381,9387;2421,7134;2334,8704;2429,1152;1758,53
2012-10-12;2774,39;2774,39;2711,4678;2890,3467;2244,2952;2737,1753;2281,82
2012-10-19;2335,1252;2335,1252;2263,1646;2404,6787;1734,8617;2258,8455;2013,03
2012-10-26;2751,0222;2751,0222;2670,7197;2817,1213;2200,7654;2714,7866;2819,75
2012-09-07;202,57643;202,57643;196,53403;200,22769;0,0;18,187323;333,0
2012-09-14;205,33586;205,33586;198,90099;213,95366;0,0;122,823586;117,0
2012-09-21;186,27888;186,27888;178,95616;199,14684;0,0;145,63223;234,0
2012-09-28;168,31235;168,31235;165,33002;181,08727;0,0;293,17212;180,0
2012-10-05;169,14075;169,14075;169,79005;172,62529;131,18164;225,4265;234,0
2012-10-12;173,30557;173,30557;169,37508;180,54895;0,0;136,09108;108,0
2012-10-19;179,13828;179,13828;173,61784;184,47404;0,0;102,858505;144,0
2012-10-26;157,43881;157,43881;152,84317;161,2216;0,0;121,20332;234,0
2012-09-07;6215,583;6215,583;6030,186;6143,517;5800,9346;6031,194;6081,24
2012-09-14;6428,4595;6428,4595;6227,0024;6698,258;5764,892;6345,9473;6647,38
2012-09-21;6339,596;6339,596;6090,3833;6777,5283;5464,0674;6298,9497;6858,35
2012-09-28;6450,5073;6450,5073;6336,211;6940,1016;5864,173;6575,367;7240,33
2012-10-05;7096,7783;7096,7783;7124,0225;7242,982;7058,8193;7153,064;8260,03
2012-10-12;7435,428;7435,428;7266,7964;7746,195;6905,3335;7398,214;9001,95
2012-10-19;7434,6587;7434,6587;7205,5474;7656,1055;6834,395;7358,379;8167,81
2012-10-26;7641,828;7641,828;7418,763;7825,4385;7091,5713;7605,593;9053,76
2012-09-07;12411,791;12411,791;12041,575;12267,884;11997,143;12227,402;14611,48
2012-09-14;11987,421;11987,421;11611,755;12490,525;11323,854;11904,908;12378,54
2012-09-21;11067,676;11067,676;10632,6;11832,219;10192,147;11027,029;15188,56
2012-09-28;11684,31;11684,31;11477,275;12571,149;11097,975;11809,169;14536,52
2012-10-05;11977,222;11977,222;12023,201;12223,97;11939,263;12033,508;14000,26
2012-10-12;12250,836;12250,836;11972,992;12762,864;11720,741;12213,621;14880,65
2012-10-19;14869,237;14869,237;14411,018;15312,129;14268,974;14792,958;14983,16
2012-10-26;16522,48;16522,48;16040,189;16919,467;15972,224;16486,244;13370,66
2012-09-07;3701,5745;3701,5745;3591,1648;3658,657;3286,926;3517,1853;3569,55
2012-09-14;3485,8865;3485,8865;3376,6448;3632,1868;2822,319;3403,3743;3096,2
2012-09-21;2986,3503;2986,3503;2868,955;3192,6443;2110,8215;2945,7036;2749,35
2012-09-28;2807,2354;2807,2354;2757,494;3020,3047;2220,901;2932,0952;3198,1
2012-10-05;2977,817;2977,817;2989,2483;3039,1643;2939,8577;3034,1025;2883,35
2012-10-12;2984,633;2984,633;2916,9429;3109,377;2454,5383;2947,4185;3390,64
2012-10-19;2966,6897;2966,6897;2875,2664;3055,055;2366,426;2890,41;2718,08
2012-10-26;3259,9512;3259,9512;3164,7932;3338,2783;2709,6943;3223,7156;3356,45
2012-09-07;33873,496;33873,496;32863,125;33480,754;33458,848;33689,105;33656,25
2012-09-14;31076,398;31076,398;30102,518;32380,656;30412,832;30993,887;34342,18
2012-09-21;30431,732;30431,732;29235,443;32533,922;29556,203;30391,086;29629,05
2012-09-28;31505,96;31505,96;30947,707;33897,266;30919,627;31630,82;34854,24
2012-10-05;33007,867;33007,867;33134,582;33687,875;32969,906;33064,152;35668,71
2012-10-12;32724,398;32724,398;31982,223;34092,13;32194,305;32687,184;31638,03
2012-10-19;35987,64;35987,64;34878,625;37059,56;35387,38;35911,36;30616,37
2012-10-26;37635,664;37635,664;36537,08;38539,938;37085,406;37599,43;28271,73
2012-09-07;11986,066;11986,066;11628,549;11847,096;11571,418;11801,678;13096,89
2012-09-14;11102,375;11102,375;10754,445;11568,335;10438,808;11019,862;13013,95
2012-09-21;11026,624;11026,624;10593,161;11788,331;10151,096;10985,978;11296,36
2012-09-28;11023,474;11023,474;10828,148;11860,155;10437,139;11148,333;9915,32
2012-10-05;11924,299;11924,299;11970,075;12169,956;11886,34;11980,585;11705,6
2012-10-12;11843,527;11843,527;11574,921;12338,532;11313,433;11806,3125;11179,23
2012-10-19;11517,786;11517,786;11162,848;11860,852;10917,522;11441,507;11393,03
2012-10-26;12001,146;12001,146;11650,833;12289,499;11450,89;11964,911;9984,12
2012-09-07;8998,905;8998,905;8730,487;8894,568;8584,257;8814,517;8033,01
2012-09-14;9201,145;9201,145;8912,796;9587,311;8537,577;9118,632;7780,52
2012-09-21;8876,588;8876,588;8527,644;9489,773;8001,059;8835,941;8166,65
2012-09-28;8287,672;8287,672;8140,8223;8916,706;7701,3374;8412,531;8193,69
2012-10-05;9056,392;9056,392;9091,158;9242,966;9018,433;9112,678;8415,59
2012-10-12;8349,452;8349,452;8160,09;8698,421;7819,3574;8312,237;8523,32
2012-10-19;8064,067;8064,067;7815,5596;8304,261;7463,803;7987,787;9579,69
2012-10-26;8082,9043;8082,9043;7846,9644;8277,112;7532,6475;8046,669;7600,15
2012-09-07;32322,018;32322,018;31357,922;31947,266;31907,37;32137,629;30387,71
2012-09-14;30940,744;30940,744;29971,113;32239,309;30277,178;30858,232;30582,06
2012-09-21;29995,168;29995,168;28816,043;32067,201;29119,639;29954,521;29975,04
2012-09-28;30028,498;30028,498;29496,422;32307,664;29442,164;30153,357;30793,03
2012-10-05;32145,904;32145,904;32269,309;32808,156;32107,945;32202,19;32525,74
2012-10-12;31920,25;31920,25;31196,312;33254,37;31390,156;31883,035;33098,3
2012-10-19;30434,732;30434,732;29496,838;31341,256;29834,469;30358,453;32011,53
2012-10-26;30546,605;30546,605;29654,95;31280,55;29996,35;30510,37;32508,41
2012-09-07;646,052;646,052;626,7817;638,56146;231,40346;461,6629;549,81
2012-09-14;537,25006;537,25006;520,4136;559,7981;0,0;454,7378;530,04
2012-09-21;526,4125;526,4125;505,7189;562,7765;0,0;485,7658;475,81
2012-09-28;582,00507;582,00507;571,6925;626,17926;0,0;706,8648;576,91
2012-10-05;547,0482;547,0482;549,14825;558,3182;509,0891;603,334;612,84
2012-10-12;472,70285;472,70285;461,98212;492,45963;0,0;435,48837;624,66
2012-10-19;474,75403;474,75403;460,12375;488,89496;0,0;398,47427;499,6
2012-10-26;438,5924;438,5924;425,7899;449,1305;0,0;402,35693;548,41
2012-09-07;9231,057;9231,057;8955,715;9124,028;8816,408;9046,668;8803,16
2012-09-14;8960,256;8960,256;8679,456;9336,312;8296,688;8877,743;8723,6
2012-09-21;8582,423;8582,423;8245,043;9175,287;7706,894;8541,776;8430,55
2012-09-28;8435,74;8435,74;8286,267;9076,013;7849,406;8560,6;8786,95
2012-10-05;8919,313;8919,313;8953,554;9103,064;8881,3545;8975,6;8424,44
2012-10-12;8820,73;8820,73;8620,68;9189,396;8290,636;8783,516;9313,51
2012-10-19;8359,568;8359,568;8101,955;8608,564;7759,3047;8283,289;9987,65
2012-10-26;8420,689;8420,689;8174,8896;8623,014;7870,4326;8384,454;9679,36
2012-09-07;10656,521;10656,521;10338,661;10532,966;10241,873;10472,133;10368,99
2012-09-14;10649,852;10649,852;10316,104;11096,818;9986,284;10567,339;10071,8
2012-09-21;10446,863;10446,863;10036,191;11168,521;9571,335;10406,217;9558,77
2012-09-28;10463,327;10463,327;10277,927;11257,494;9876,992;10588,187;9945,75
2012-10-05;11055,915;11055,915;11098,357;11283,683;11017,956;11112,201;10969,99
2012-10-12;10617,133;10617,133;10376,341;11060,88;10087,038;10579,918;11577,21
2012-10-19;10940,348;10940,348;10603,203;11266,214;10340,084;10864,068;11042,55
2012-10-26;11102,666;11102,666;10778,579;11369,43;10552,409;11066,431;11610,9
2012-09-07;186,51842;186,51842;180,95499;184,35585;0,0;2,1293092;136,3
2012-09-14;154,48764;154,48764;149,64626;160,97139;0,0;71,975365;250,88
2012-09-21;164,09319;164,09319;157,6426;175,42857;0,0;123,44653;174,32
2012-09-28;173,90666;173,90666;170,8252;187,10619;0,0;298,76642;125,58
2012-10-05;177,24991;177,24991;177,93036;180,90152;139,2908;233,53566;151,28
2012-10-12;143,81317;143,81317;140,55154;149,8239;0,0;106,59869;200,88
2012-10-19;133,74509;133,74509;129,62352;137,72879;0,0;57,46532;200,84
2012-10-26;123,36464;123,36464;119,76362;126,32873;0,0;87,12915;206,16
2012-09-07;3773,4126;3773,4126;3660,8599;3729,662;3358,7642;3589,0234;3310,66
2012-09-14;3385,113;3385,113;3279,0293;3527,184;2721,5457;3302,6008;2809,55
2012-09-21;3094,5127;3094,5127;2972,8657;3308,278;2218,984;3053,866;2441,1
2012-09-28;3033,2524;3033,2524;2979,506;3263,4766;2446,918;3158,1123;3075,63
2012-10-05;3127,767;3127,767;3139,7742;3192,2036;3089,8079;3184,0527;2977,47
2012-10-12;2835,5242;2835,5242;2771,2158;2954,036;2305,4294;2798,3096;2838,4
2012-10-19;3054,7563;3054,7563;2960,6191;3145,7446;2454,4927;2978,4766;2451,15
2012-10-26;3120,423;3120,423;3029,338;3195,398;2570,1663;3084,1875;3549,28
2012-09-07;6840,959;6840,959;6636,908;6761,6426;6426,3105;6656,57;7751,38
2012-09-14;7193,6445;7193,6445;6968,208;7495,557;6530,077;7111,1323;7437,02
2012-09-21;7125,312;7125,312;6845,2124;7617,521;6249,783;7084,6655;7332,73
2012-09-28;6706,2515;6706,2515;6587,4233;7215,256;6119,917;6831,1113;5906,92
2012-10-05;7140,9546;7140,9546;7168,368;7288,069;7102,9956;7197,24;5390,13
2012-10-12;6678,002;6678,002;6526,5474;6957,112;6147,907;6640,7876;5946,61
2012-10-19;6829,3486;6829,3486;6618,8916;7032,7666;6229,085;6753,069;6856,4
2012-10-26;6977,188;6977,188;6773,5234;7144,8296;6426,931;6940,9526;6477,27
2012-09-07;14227,945;14227,945;13803,557;14062,981;13813,297;14043,557;12875,33
2012-09-14;13682,137;13682,137;13253,362;14256,367;13018,569;13599,624;11520,45
2012-09-21;13319,07;13319,07;12795,49;14239,138;12443,542;13278,424;13973,62
2012-09-28;13750,912;13750,912;13507,26;14794,607;13164,577;13875,771;15593,0
2012-10-05;14377,924;14377,924;14433,119;14674,131;14339,965;14434,21;13666,56
2012-10-12;14256,454;14256,454;13933,124;14852,308;13726,359;14219,239;13605,45
2012-10-19;14039,45;14039,45;13606,802;14457,626;13439,187;13963,171;12181,03
2012-10-26;13898,372;13898,372;13492,679;14232,309;13348,115;13862,137;11117,87
2012-09-07;12930,197;12930,197;12544,518;12780,279;12515,549;12745,809;12942,16
2012-09-14;12208,735;12208,735;11826,134;12721,128;11545,168;12126,223;12026,83
2012-09-21;12035,589;12035,589;11562,463;12866,994;11160,061;11994,942;12970,34
2012-09-28;12167,272;12167,272;11951,68;13090,77;11580,9375;12292,132;12684,12
2012-10-05;12618,595;12618,595;12667,036;12878,557;12580,636;12674,881;13155,42
2012-10-12;11403,803;11403,803;11145,169;11880,43;10873,708;11366,588;13788,38
2012-10-19;11483,392;11483,392;11129,513;11825,434;10883,128;11407,112;13828,69
2012-10-26;11851,713;11851,713;11505,761;12136,475;11301,456;11815,478;13810,77
2012-09-07;8262,9;8262,9;8016,436;8167,0977;7848,252;8078,511;8687,47
2012-09-14;8097,0264;8097,0264;7843,2793;8436,854;7433,459;8014,514;8323,18
2012-09-21;7924,9644;7924,9644;7613,429;8472,412;7049,4355;7884,318;8108,62
2012-09-28;8119,3823;8119,3823;7975,5146;8735,644;7533,048;8244,242;7965,44
2012-10-05;8499,648;8499,648;8532,278;8674,753;8461,689;8555,935;8887,49
2012-10-12;8226,128;8226,128;8039,563;8569,942;7696,033;8188,9136;8513,37
2012-10-19;8256,782;8256,782;8002,3364;8502,717;7656,5186;8180,5024;8353,15
2012-10-26;8166,534;8166,534;7928,1533;8362,752;7616,2773;8130,299;8770,7
2012-09-07;44394,516;44394,516;43070,324;43879,79;43979,867;44210,125;42270,51
2012-09-14;42272,93;42272,93;40948,168;44047,098;41609,363;42190,418;41275,72
2012-09-21;42029,74;42029,74;40377,527;44933,105;41154,21;41989,09;43466,23
2012-09-28;41657,17;41657,17;40919,047;44818,953;41070,836;41782,03;45454,42
2012-10-05;42508,426;42508,426;42671,61;43384,16;42470,465;42564,71;46339,63
2012-10-12;41419,58;41419,58;40480,2;43150,727;40889,484;41382,363;45564,19
2012-10-19;41154,523;41154,523;39886,28;42380,344;40554,26;41078,242;45406,55
2012-10-26;40704,652;40704,652;39516,484;41682,668;40154,395;40668,418;44974,22
2012-09-07;1050,1405;1050,1405;1018,81714;1037,9648;635,49194;865,7514;1330,1
2012-09-14;924,1531;924,1531;895,19165;962,9392;260,5858;841,6408;1029,0
2012-09-21;933,8035;933,8035;897,0952;998,3097;58,27478;893,15686;899,34
2012-09-28;845,6408;845,6408;830,6569;909,82495;259,30627;970,50055;810,84
2012-10-05;945,1351;945,1351;948,76337;964,6062;907,17596;1001,42084;870,4
2012-10-12;897,1652;897,1652;876,81793;934,6626;367,07053;859,95074;785,82
2012-10-19;849,0032;849,0032;822,8398;874,2914;248,73962;772,7234;728,28
2012-10-26;784,23627;784,23627;761,3444;803,07916;233,97948;748,0008;848,14
2012-09-07;4943,6685;4943,6685;4796,2095;4886,35;4529,02;4759,2793;3954,5
2012-09-14;4558,466;4558,466;4415,6113;4749,7817;3894,8984;4475,9536;4348,31
2012-09-21;4583,658;4583,658;4403,472;4900,2925;3708,1294;4543,0117;4492,07
2012-09-28;4956,3115;4956,3115;4868,49;5332,4956;4369,977;5081,1714;4549,56
2012-10-05;4854,353;4854,353;4872,9883;4954,36;4816,394;4910,6387;4974,83
2012-10-12;4666,466;4666,466;4560,6323;4861,5024;4136,371;4629,2515;5329,56
2012-10-19;4800,361;4800,361;4652,4297;4943,3433;4200,097;4724,081;5817,69
2012-10-26;4772,081;4772,081;4632,7837;4886,74;4221,824;4735,8457;4793,88
2012-09-07;49328,605;49328,605;47857,242;48756,676;48913,957;49144,215;46179,01
2012-09-14;45862,39;45862,39;44425,14;47787,203;45198,824;45779,88;44394,45
2012-09-21;45926,24;45926,24;44120,85;49098,773;45050,71;45885,59;44101,39
2012-09-28;44160,28;44160,28;43377,805;47512,047;43573,945;44285,14;43189,51
2012-10-05;45624,25;45624,25;45799,4;46564,176;45586,29;45680,535;45485,83
2012-10-12;44868,965;44868,965;43851,355;46744,28;44338,87;44831,75;45259,79
