ds;AutoARIMA;AutoARIMA/BottomUp;AutoARIMA/TopDown_method-forecast_proportions;AutoARIMA/MiddleOut_middle_level-Total/Store_top_down_method-forecast_proportions;AutoARIMA/MinTrace_method-ols;AutoARIMA/MinTrace_method-wls_struct
2012-11-30;875,9935;875,9935;926,54425;849,92053;1687,111;1112,3079
2012-12-07;927,7965;927,7965;1126,7281;931,08295;3813,3728;2008,1089
2012-12-14;861,9447;861,9447;1202,175;901,0772;5953,3076;2908,0928
2012-12-21;757,1152;757,1152;1474,9802;856,2432;12097,062;5232,724
2012-11-02;3519,4617;3519,4617;3617,8367;3551,2302;3883,1616;3425,1106
2012-11-09;3977,9365;3977,9365;3560,5442;3521,2346;2372,414;2832,944
2012-11-16;3609,786;3609,786;3062,599;3093,2446;1290,9044;2179,9182
2012-11-23;2687,5254;2687,5254;3506,0757;2464,279;7193,891;3930,3677
2012-11-30;2521,8335;2521,8335;2667,3604;2446,774;3332,951;2758,148
2012-12-07;2708,9944;2708,9944;3289,838;2718,59;5594,571;3789,3066
2012-12-14;3183,3647;3183,3647;4439,9155;3327,8901;8274,728;5229,5127
2012-12-21;2602,815;2602,815;5070,6953;2943,5977;13942,762;7078,424
2012-11-02;2492,4534;2492,4534;2562,1218;2514,9517;2856,1533;2398,1023
2012-11-09;3370,2546;3370,2546;3016,6245;2983,3198;1764,732;2225,2622
2012-11-16;2874,2947;2874,2947;2438,597;2462,9983;555,4132;1444,427
2012-11-23;3196,4375;3196,4375;4169,989;2930,9172;7702,803;4439,28
2012-11-30;2436,8796;2436,8796;2577,504;2364,3486;3247,997;2673,194
2012-12-07;1761,3999;1761,3999;2139,067;1767,6392;4646,976;2841,7122
2012-12-14;1817,57;1817,57;2535,0083;1900,0881;6908,9326;3863,718
2012-12-21;1736,8416;1736,8416;3383,642;1964,2438;13076,788;6212,45
2012-11-02;8858,874;8858,874;9106,495;8938,84;9222,574;8764,522
2012-11-09;9117,25;9117,25;8160,606;8070,5103;7511,7275;7972,258
2012-11-16;8589,86;8589,86;7287,7725;7360,697;6270,979;7159,9927
2012-11-23;9032,328;9032,328;11783,341;8282,034;13538,694;10275,17
2012-11-30;7429,635;7429,635;7858,375;7208,5;8240,752;7665,949
2012-12-07;7202,998;7202,998;8747,415;7228,512;10088,574;8283,311
2012-12-14;6887,1274;6887,1274;9605,642;7199,805;11978,49;8933,275
2012-12-21;6866,556;6866,556;13377,138;7765,5845;18206,502;11342,165
2012-11-02;2192,2961;2192,2961;2253,5745;2212,0852;2555,996;2097,945
2012-11-09;1942,0508;1942,0508;1738,2776;1719,0864;336,5282;797,0585
2012-11-16;1669,8085;1669,8085;1416,6918;1430,8677;-649,073;239,94083
2012-11-23;1416,5422;1416,5422;1847,984;1298,8734;5922,908;2659,3845
2012-11-30;1505,8995;1505,8995;1592,8;1461,0781;2317,0168;1742,2139
2012-12-07;1449,4844;1449,4844;1760,2726;1454,6188;4335,0605;2529,7966
2012-12-14;1702,0608;1702,0608;2373,905;1779,3347;6793,424;3748,209
2012-12-21;1342,9375;1342,9375;2616,255;1518,7664;12682,884;5818,5464
2012-11-02;961,08093;961,08093;987,9448;969,7562;1324,7809;866,7298
2012-11-09;910,8139;910,8139;815,2451;806,2445;-694,7087;-234,17842
2012-11-16;623,0255;623,0255;528,58466;533,87384;-1695,856;-806,84216
2012-11-23;609,34955;609,34955;794,9415;558,7323;5115,7153;1852,1918
2012-11-30;532,08435;532,08435;562,7892;516,2475;1343,2018;768,3987
2012-12-07;501,72568;501,72568;609,3022;503,50287;3387,302;1582,038
2012-12-14;381,39243;381,39243;531,9372;398,70773;5472,7554;2427,5405
2012-12-21;380,06;380,06;740,41705;429,8207;11720,007;4855,669
2012-11-02;107902,85;107902,85;110918,92;108876,85;108266,555;107808,5
2012-11-09;130011,38;130011,38;116369,7;115084,945;128405,86;128866,39
2012-11-16;123576,68;123576,68;104844,4;105893,51;121257,8;122146,81
2012-11-23;99060,27;99060,27;129231,45;90831,57;103566,64;100303,12
2012-11-30;121988,2;121988,2;129027,74;118357,36;122799,32;122224,516
2012-12-07;127473,95;127473,95;154806,02;127925,484;130359,53;128554,266
2012-12-14;106840,3;106840,3;149012,73;111690,875;111931,66;108886,445
2012-12-21;99647,76;99647,76;194129,61;112694,5;110987,7;104123,37
2012-11-02;31747,09;31747,09;32634,477;32033,656;32110,79;31652,738
2012-11-09;33134,855;33134,855;29658,121;29330,686;31529,332;31989,863
2012-11-16;34286,215;34286,215;29088,963;29380,04;31967,334;32856,348
2012-11-23;32174,422;32174,422;41973,914;29501,77;36680,79;33417,266
2012-11-30;25186,58;25186,58;26640,016;24436,93;25997,697;25422,895
2012-12-07;23693,623;23693,623;28773,844;23777,549;26579,2;24773,936
2012-12-14;22570,777;22570,777;31480,006;23595,496;27662,14;24616,926
2012-12-21;21546,238;21546,238;41975,484;24367,256;32886,184;26021,848
2012-11-02;40566,402;40566,402;41700,3;40932,58;40930,1;40472,05
2012-11-09;46645,82;46645,82;41751,426;41290,473;45040,297;45500,83
2012-11-16;45309,78;45309,78;38441,53;38826,19;42990,9;43879,914
2012-11-23;48004,434;48004,434;62625,336;44016,82;52510,8;49247,277
2012-11-30;38065,58;38065,58;40262,215;36932,598;38876,695;38301,89
2012-12-07;35917,684;35917,684;43618,9;36044,91;38803,26;36997,996
2012-12-14;38178,766;38178,766;53248,84;39912,09;43270,13;40224,914
2012-12-21;39509,402;39509,402;76970,57;44682,31;50849,348;43985,01
2012-11-02;573,57526;573,57526;589,60767;578,7527;937,2752;479,22412
2012-11-09;625,1831;625,1831;559,58466;553,4066;-980,3395;-519,8092
2012-11-16;697,2008;697,2008;591,5161;597,43506;-1621,6807;-732,6669
2012-11-23;620,0845;620,0845;808,94604;568,5755;5126,45;1862,9268
2012-11-30;709,9961;709,9961;750,96765;688,8639;1521,1135;946,3104
2012-12-07;553,9822;553,9822;672,7631;555,94446;3439,5586;1634,2946
2012-12-14;516,95825;516,95825;721,01404;540,4283;5608,3213;2563,1064
2012-12-21;533,2508;533,2508;1038,8569;603,06854;11873,197;5008,8594
2012-11-02;2913,9539;2913,9539;2995,4038;2940,2568;3277,6538;2819,6028
2012-11-09;3475,3987;3475,3987;3110,7363;3076,3926;1869,8761;2330,4062
2012-11-16;2587,8901;2587,8901;2195,6067;2217,5767;269,00867;1158,0225
2012-11-23;2057,8457;2057,8457;2684,612;1886,9054;6564,2114;3300,688
2012-11-30;1820,1882;1820,1882;1925,2253;1766,0123;2631,3057;2056,5027
2012-12-07;1933,7261;1933,7261;2348,342;1940,5757;4819,3022;3014,0383
2012-12-14;2025,6064;2025,6064;2825,1619;2117,5696;7116,969;4071,7546
2012-12-21;2109,1182;2109,1182;4108,896;2385,262;13449,064;6584,727
2012-11-02;4822,323;4822,323;4957,115;4865,8525;5186,0234;4727,972
2012-11-09;4619,4053;4619,4053;4134,706;4089,0571;3013,8828;3474,4128
2012-11-16;4948,5244;4948,5244;4198,4062;4240,4165;2629,643;3518,6567
2012-11-23;3953,1672;3953,1672;5157,1987;3624,787;8459,533;5196,0093
2012-11-30;3120,4646;3120,4646;3300,5364;3027,5874;3931,582;3356,779
2012-12-07;3502,971;3502,971;4254,053;3515,379;6388,5474;4583,283
2012-12-14;3201,5457;3201,5457;4465,273;3346,8967;8292,908;5247,694
2012-12-21;2988,9822;2988,9822;5823,0103;3380,3252;14328,929;7464,591
2012-11-02;734,8058;734,8058;755,3449;741,4386;1098,5057;640,45465
2012-11-09;1125,3174;1125,3174;1007,2414;996,1211;-480,2052;-19,67494
2012-11-16;1537,2014;1537,2014;1304,1858;1317,236;-781,68005;107,33377
2012-11-23;1885,4633;1885,4633;2459,7263;1728,8424;6391,829;3128,3054
2012-11-30;2225,4153;2225,4153;2353,8367;2159,1782;3036,5327;2461,7297
2012-12-07;2753,4365;2753,4365;3343,809;2763,1897;5639,0127;3833,7488
2012-12-14;3296,3105;3296,3105;4597,4434;3445,964;8387,674;5342,4585
2012-12-21;3875,982;3875,982;7551,0264;4383,4585;15215,929;8351,591
2012-11-02;12740,012;12740,012;13096,116;12855,01;13103,712;12645,66
2012-11-09;12025,143;12025,143;10763,383;10644,552;10419,62;10880,15
2012-11-16;8179,314;8179,314;6939,4585;7008,897;5860,4326;6749,4463
2012-11-23;8836,56;8836,56;11527,945;8102,5273;13342,926;10079,401
2012-11-30;8983,3;8983,3;9501,696;8715,922;9794,417;9219,614
2012-12-07;12303,341;12303,341;14941,336;12346,922;15188,917;13383,653
2012-12-14;9372,367;9372,367;13071,865;9797,875;14463,73;11418,516
2012-12-21;6888,3086;6888,3086;13419,516;7790,1846;18228,256;11363,917
2012-11-02;13,691354;13,691354;14,074051;13,8149395;377,3913;-80,65979
2012-11-09;10,72954;10,72954;9,603723;9,497695;-1594,7931;-1134,2628
2012-11-16;9,351633;9,351633;7,934073;8,013464;-2309,5298;-1420,516
2012-11-23;5,778208;5,778208;7,538099;5,298226;4512,144;1248,6205
2012-11-30;3,8233657;3,8233657;4,0439997;3,7095675;814,94073;240,1377
2012-12-07;1,744473;1,744473;2,1185107;1,7506523;2887,3208;1082,0568
2012-12-14;1,3089325;1,3089325;1,8255997;1,3683585;5092,672;2047,4572
2012-12-21;1,9238977;1,9238977;3,7480574;2,175791;11341,871;4477,5327
2012-11-02;444,11118;444,11118;456,52484;448,11996;807,81116;349,76004
2012-11-09;398,0015;398,0015;356,24048;352,30746;-1207,5211;-746,99084
2012-11-16;426,97058;426,97058;362,24857;365,87332;-1891,9109;-1002,8971
2012-11-23;375,79413;375,79413;490,25125;344,57782;4882,16;1618,6364
2012-11-30;329,59207;329,59207;348,61172;319,78214;1140,7095;565,90643
2012-12-07;383,4876;383,4876;465,7123;384,84598;3269,064;1463,7999
2012-12-14;419,7761;419,7761;585,4718;438,83405;5511,139;2465,9243
2012-12-21;493,73883;493,73883;961,8814;558,38336;11833,686;4969,3477
2012-11-02;4301,8574;4301,8574;4422,1016;4340,6885;4665,5576;4207,5063
2012-11-09;3760,5984;3760,5984;3366,0107;3328,8486;2155,076;2615,606
2012-11-16;3290,2888;3290,2888;2791,5327;2819,4658;971,40735;1860,4211
2012-11-23;3283,4985;3283,4985;4283,5664;3010,746;7789,8643;4526,341
2012-11-30;2807,0884;2807,0884;2969,0762;2723,5386;3618,2058;3043,4028
2012-12-07;2361,1492;2361,1492;2867,4102;2369,5127;5246,7256;3441,4614
2012-12-14;2362,5186;2362,5186;3295,0615;2469,7776;7453,8813;4408,6665
2012-12-21;2123,2063;2123,2063;4136,342;2401,1948;13463,153;6598,815
2012-11-02;16247,446;16247,446;16701,592;16394,105;16611,146;16153,095
2012-11-09;18411,465;18411,465;16479,607;16297,668;16805,941;17266,473
2012-11-16;16705,02;16705,02;14172,801;14314,619;14386,138;15275,152
2012-11-23;18011,555;18011,555;23497,404;16515,379;22517,92;19254,396
2012-11-30;13145,867;13145,867;13904,473;12754,596;13956,984;13382,182
2012-12-07;14115,741;14115,741;17142,338;14165,741;17001,318;15196,054
2012-12-14;12441,539;12441,539;17352,514;13006,389;17532,902;14487,6875
2012-12-21;11373,974;11373,974;22158,3;12863,152;22713,92;15849,582
2012-11-02;542,3706;542,3706;557,53076;547,26636;906,07056;448,01947
2012-11-09;869,032;869,032;777,8472;769,2595;-736,4906;-275,96033
2012-11-16;1161,0682;1161,0682;985,06854;994,9255;-1157,8132;-268,7994
2012-11-23;1608,4883;1608,4883;2098,392;1474,875;6114,854;2851,3306
2012-11-30;1900,4044;1900,4044;2010,0704;1843,841;2711,5217;2136,7188
2012-12-07;2443,2727;2443,2727;2967,1418;2451,927;5328,849;3523,585
2012-12-14;2875,5613;2875,5613;4010,6145;3006,1125;7966,9243;4921,7095
2012-12-21;3259,8496;3259,8496;6350,703;3686,657;14599,796;7735,4585
2012-11-02;651,0183;651,0183;669,2154;656,8948;1014,71826;556,6672
2012-11-09;1028,8596;1028,8596;920,90466;910,73755;-576,66296;-116,132706
2012-11-16;1337,5205;1337,5205;1134,7734;1146,1284;-981,36096;-92,34714
2012-11-23;1656,0006;1656,0006;2160,3752;1518,4407;6162,366;2898,8428
2012-11-30;2082,5706;2082,5706;2202,7488;2020,5852;2893,688;2318,885
2012-12-07;2412,54;2412,54;2929,82;2421,0857;5298,116;3492,8523
2012-12-14;3001,152;3001,152;4185,779;3137,405;8092,515;5047,3003
2012-12-21;3632,846;3632,846;7077,359;4108,4893;14972,793;8108,4546
2012-11-02;1592,0298;1592,0298;1636,5298;1606,4004;1955,7297;1497,6786
2012-11-09;1720,3549;1720,3549;1539,8435;1522,8431;114,83229;575,36255
2012-11-16;1767,2845;1767,2845;1499,392;1514,3954;-551,5969;337,4169
2012-11-23;1679,8594;1679,8594;2191,5007;1540,3174;6186,225;2922,7017
2012-11-30;1490,1006;1490,1006;1576,0894;1445,7494;2301,218;1726,4149
2012-12-07;1276,834;1276,834;1550,6038;1281,3567;4162,41;2357,1462
2012-12-14;1253,2653;1253,2653;1747,9592;1310,164;6344,628;3299,4133
2012-12-21;1122,8035;1122,8035;2187,399;1269,8105;12462,75;5598,412
2012-11-02;9,988891;9,988891;10,268097;10,079057;373,68884;-84,36225
2012-11-09;7,263615;7,263615;6,501467;6,429689;-1598,2589;-1137,7288
2012-11-16;7,9699707;7,9699707;6,7618484;6,8295097;-2310,9114;-1421,8977
2012-11-23;5,4877553;5,4877553;7,1591825;5,0319004;4511,8535;1248,33
2012-11-30;6,093263;6,093263;6,4448853;5,911904;817,21063;242,4076
2012-12-07;4,0516624;4,0516624;4,9203916;4,066014;2889,628;1084,364
2012-12-14;4,621356;4,621356;6,445516;4,8311667;5095,9844;2050,7695
2012-12-21;4,161555;4,161555;8,1073675;4,706421;11344,108;4479,7705
2012-11-02;6957,732;6957,732;7152,213;7020,5366;7321,432;6863,381
2012-11-09;7738,1875;7738,1875;6926,244;6849,776;6132,665;6593,1953
2012-11-16;7400,5806;7400,5806;6278,769;6341,5967;5081,699;5970,713
2012-11-23;6874,4473;6874,4473;8968,225;6303,4033;11380,813;8117,2896
2012-11-30;3278,5671;3278,5671;3467,7625;3180,9844;4089,6846;3514,8816
2012-12-07;4085,1865;4085,1865;4961,1035;4099,6567;6970,7627;5165,499
2012-12-14;3874,9988;3874,9988;5404,5537;4050,9248;8966,361;5921,147
2012-12-21;4268,5684;4268,5684;8315,847;4827,4463;15608,515;8744,177
2012-11-02;1034,6698;1034,6698;1063,5907;1044,0093;1398,3698;940,31866
2012-11-09;1355,1245;1355,1245;1212,9355;1199,5444;-250,39806;210,13219
2012-11-16;1221,8164;1221,8164;1036,6082;1046,9808;-1097,0651;-208,05124
2012-11-23;1312,465;1312,465;1712,2076;1203,4417;5818,8306;2555,3071
2012-11-30;1405,8862;1405,8862;1487,0154;1364,0416;2217,0037;1642,2006
2012-12-07;1554,1138;1554,1138;1887,3359;1559,6187;4439,69;2634,426
2012-12-14;1559,5787;1559,5787;2175,182;1630,384;6650,9414;3605,7268
2012-12-21;1448,6453;1448,6453;2822,1902;1638,3143;12788,592;5924,254
2012-11-02;126,571754;126,571754;130,10965;127,71426;490,2717;32,220615
2012-11-09;101,89304;101,89304;91,20173;90,19483;-1503,6295;-1043,0992
2012-11-16;63,211372;63,211372;53,629524;54,166157;-2255,6702;-1366,6562
2012-11-23;75,43472;75,43472;98,41018;69,16854;4581,801;1318,277
2012-11-30;50,361893;50,361893;53,268112;48,862926;861,47925;286,67624
2012-12-07;62,252464;62,252464;75,6002;62,472973;2947,8289;1142,5648
2012-12-14;64,916176;64,916176;90,540146;67,86339;5156,2793;2111,0645
2012-12-21;81,08272;81,08272;157,96196;91,69876;11421,029;4556,6914
2012-11-02;3069,7856;3069,7856;3155,5916;3097,4954;3433,4856;2975,4346
2012-11-09;3737,2732;3737,2732;3345,133;3308,2017;2131,7507;2592,2808
2012-11-16;3697,9731;3697,9731;3137,4187;3168,8125;1379,0917;2268,1055
2012-11-23;3069,617;3069,617;4004,5425;2814,6313;7575,983;4312,459
2012-11-30;3274,4211;3274,4211;3463,3774;3176,9617;4085,5386;3510,7356
2012-12-07;3735,1497;3735,1497;4536,014;3748,3801;6620,726;4815,462
2012-12-14;3252,5715;3252,5715;4536,4395;3400,2393;8343,935;5298,7197
2012-12-21;3373,9937;3373,9937;6573,0737;3815,7458;14713,94;7849,6025
2012-11-02;133,15004;133,15004;136,87181;134,35193;496,85;38,7989
2012-11-09;152,32915;152,32915;136,34573;134,84044;-1453,1935;-992,66315
2012-11-16;152,54659;152,54659;129,42293;130,71797;-2166,335;-1277,321
2012-11-23;181,39926;181,39926;236,64876;166,33086;4687,765;1424,2415
2012-11-30;98,210655;98,210655;103,87807;95,28753;909,32806;334,525
2012-12-07;131,02603;131,02603;159,1197;131,49014;3016,6023;1211,3384
2012-12-14;97,7767;97,7767;136,3715;102,21579;5189,1396;2143,9248
2012-12-21;106,62253;106,62253;207,71756;120,582466;11446,569;4582,2314
2012-11-02;7507,1025;7507,1025;7716,9395;7574,866;7870,8027;7412,7515
2012-11-09;7222,5806;7222,5806;6464,738;6393,365;5617,058;6077,5884
2012-11-16;7737,393;7737,393;6564,5264;6630,213;5418,5117;6307,5254
2012-11-23;7443,292;7443,292;9710,324;6824,9956;11949,658;8686,134
2012-11-30;5068,1553;5068,1553;5360,6216;4917,3076;5879,2725;5304,4697
2012-12-07;3923,1606;3923,1606;4764,337;3937,0571;6808,737;5003,473
2012-12-14;3771,3179;3771,3179;5259,9473;3942,5369;8862,681;5817,466
2012-12-21;4016,299;4016,299;7824,386;4542,1475;15356,246;8491,908
2012-11-02;17021,809;17021,809;17497,598;17175,457;17385,508;16927,457
2012-11-09;11942,669;11942,669;10689,5625;10571,546;10337,146;10797,677
2012-11-16;13013,357;13013,357;11040,737;11151,215;10694,476;11583,49
2012-11-23;12223,206;12223,206;15946,075;11207,854;16729,572;13466,048
2012-11-30;9032,939;9032,939;9554,2;8764,084;9844,057;9269,254
2012-12-07;10136,658;10136,658;12310,089;10172,564;13022,234;11216,971
2012-12-14;9886,825;9886,825;13789,393;10335,689;14978,188;11932,974
2012-12-21;9477,537;9477,537;18463,742;10718,417;20817,484;13953,1455
2012-11-02;2986,309;2986,309;3069,7815;3013,2651;3350,009;2891,958
2012-11-09;2363,4478;2363,4478;2115,4587;2092,1033;757,9252;1218,4554
2012-11-16;2003,2228;2003,2228;1699,5658;1716,5721;-315,6587;573,3551
2012-11-23;1569,4901;1569,4901;2047,5159;1439,1163;6075,856;2812,3323
2012-11-30;1726,1005;1726,1005;1825,708;1674,7251;2537,2178;1962,4148
2012-12-07;1652,1519;1652,1519;2006,3947;1658,0042;4537,728;2732,464
2012-12-14;1656,182;1656,182;2309,917;1731,373;6747,545;3702,33
2012-12-21;1639,4203;1639,4203;3193,85;1854,0673;12979,367;6115,029
2012-11-02;50183,39;50183,39;51586,1;50636,375;50547,09;50089,04
2012-11-09;46604,656;46604,656;41714,58;41254,035;44999,133;45459,664
2012-11-16;42359,59;42359,59;35938,543;36298,156;40040,707;40929,723
2012-11-23;43602,96;43602,96;56883,29;39980,97;48109,33;44845,805
2012-11-30;37524,113;37524,113;39689,508;36407,25;38335,23;37760,426
2012-12-07;43070,58;43070,58;52305,47;43223,14;45956,156;44150,89
2012-12-14;36853,375;36853,375;51400,29;38526,527;41944,74;38899,523
2012-12-21;32370,232;32370,232;63062,336;36608,42;43710,18;36845,84
2012-11-02;9461,162;9461,162;9725,618;9546,564;9824,862;9366,811
2012-11-09;9629,937;9629,937;8619,498;8524,336;8024,414;8484,944
2012-11-16;10707,236;10707,236;9084,1875;9175,087;8388,3545;9277,369
2012-11-23;9189,232;9189,232;11988,033;8425,905;13695,599;10432,074
2012-11-30;8318,917;8318,917;8798,975;8071,314;9130,034;8555,231
2012-12-07;8485,586;8485,586;10305,006;8515,644;11371,162;9565,898
2012-12-14;7900,524;7900,524;11019,05;8259,21;12991,887;9946,672
2012-12-21;8056,9575;8056,9575;15696,229;9111,844;19396,904;12532,566
2012-11-02;657,11383;657,11383;675,4813;663,04535;1020,8138;562,7627
2012-11-09;1101,1814;1101,1814;985,6379;974,75616;-504,3412;-43,81093
2012-11-16;1477,085;1477,085;1253,1821;1265,7219;-841,7965;47,217316
2012-11-23;1756,8018;1756,8018;2291,8777;1610,8684;6263,1675;2999,644
2012-11-30;2204,8792;2204,8792;2332,1155;2139,2534;3015,9966;2441,1936
2012-12-07;2574,6804;2574,6804;3126,725;2583,8005;5460,257;3654,9927
2012-12-14;3171,38;3171,38;4423,1997;3315,3613;8262,743;5217,528
2012-12-21;3493,6418;3493,6418;6806,167;3951,0593;14833,589;7969,2505
2012-11-02;571,03784;571,03784;586,9993;576,1923;934,7378;476,6867
2012-11-09;984,9153;984,9153;881,5712;871,8384;-620,6073;-160,07704
2012-11-16;1310,191;1310,191;1111,5867;1122,7096;-1008,6904;-119,676605
2012-11-23;1527,9617;1527,9617;1993,3391;1401,0375;6034,3276;2770,804
2012-11-30;1853,746;1853,746;1960,7196;1798,5713;2664,8633;2090,0603
2012-12-07;2385,8535;2385,8535;2897,4114;2394,3047;5271,4297;3466,1658
2012-12-14;2671,0059;2671,0059;3725,316;2792,2703;7762,3687;4717,154
2012-12-21;3075,4968;3075,4968;5991,5547;3478,1672;14415,443;7551,1055
2012-11-02;11278,875;11278,875;11594,139;11380,685;11642,575;11184,523
2012-11-09;11619,793;11619,793;10400,564;10285,739;10014,2705;10474,801
2012-11-16;12643,68;12643,68;10727,097;10834,436;10324,798;11213,8125
2012-11-23;11163,768;11163,768;14563,96;10236,42;15670,134;12406,609
2012-11-30;9339,9795;9339,9795;9878,959;9061,985;10151,097;9576,294
2012-12-07;9641,892;9641,892;11709,238;9676,045;12527,468;10722,204
2012-12-14;9041,652;9041,652;12610,61;9452,146;14133,016;11087,801
2012-12-21;8875,13;8875,13;17290,158;10037,138;20215,076;13350,738
2012-11-02;35546,754;35546,754;36540,344;35867,617;35910,453;35452,402
2012-11-09;31669,553;31669,553;28346,566;28033,611;30064,03;30524,56
2012-11-16;35093,85;35093,85;29774,178;30072,105;32774,97;33663,984
2012-11-23;32793,754;32793,754;42781,875;30069,654;37300,12;34036,598
2012-11-30;27758,695;27758,695;29360,559;26932,488;28569,812;27995,01
2012-12-07;27995,883;27995,883;33998,562;28095,049;30881,459;29076,195
2012-12-14;25651,258;25651,258;35776,426;26815,832;30742,621;27697,406
2012-12-21;26501,6;26501,6;51629,312;29971,416;37841,547;30977,209
2012-11-02;22675,357;22675,357;23309,172;22880,04;23039,057;22581,006
2012-11-09;23034,377;23034,377;20617,453;20389,828;21428,854;21889,385
2012-11-16;21683,848;21683,848;18396,916;18581,004;19364,967;20253,98
2012-11-23;22616,107;22616,107;29504,385;20737,441;27122,473;23858,95
2012-11-30;18527,488;18527,488;19596,648;17976,04;19338,605;18763,803
2012-12-07;21922,064;21922,064;26622,44;21999,717;24807,64;23002,377
2012-12-14;18080,709;18080,709;25217,6;18901,578;23172,072;20126,857
2012-12-21;17537,65;17537,65;34166,12;19833,828;28877,598;22013,26
2012-11-02;22570,81;22570,81;23201,703;22774,547;22934,51;22476,459
2012-11-09;20140,633;20140,633;18027,342;17828,312;18535,11;18995,64
2012-11-16;25542,412;25542,412;21670,584;21887,428;23223,531;24112,545
2012-11-23;21444,54;21444,54;27975,986;19663,193;25950,904;22687,38
2012-11-30;27102,383;27102,383;28666,373;26295,71;27913,5;27338,697
2012-12-07;18995,576;18995,576;23068,475;19062,861;21881,152;20075,889
2012-12-14;18353,03;18353,03;25597,41;19186,262;23444,393;20399,178
2012-12-21;16652,945;16652,945;32442,572;18833,291;27992,893;21128,555
2012-11-02;17113,32;17113,32;17591,666;17267,795;17477,02;17018,969
2012-11-09;18051,43;18051,43;16157,351;15978,967;16445,906;16906,438
2012-11-16;13922,949;13922,949;11812,449;11930,648;11604,067;12493,082
2012-11-23;12022,916;12022,916;15684,783;11024,2;16529,281;13265,758
2012-11-30;13517,168;13517,168;14297,199;13114,845;14328,285;13753,482
2012-12-07;11482,394;11482,394;13944,368;11523,066;14367,97;12562,706
2012-12-14;10311,127;10311,127;14381,176;10779,256;15402,49;12357,275
2012-12-21;10498,21;10498,21;20452,176;11872,726;21838,156;14973,818
2012-11-02;2289,7952;2289,7952;2353,7988;2310,4644;2653,495;2195,444
2012-11-09;2674,0505;2674,0505;2393,471;2367,0461;1068,528;1529,0582
2012-11-16;1967,0093;1967,0093;1668,8417;1685,5405;-351,8722;537,1416
2012-11-23;1575,3962;1575,3962;2055,2207;1444,5319;6081,762;2818,2385
2012-11-30;2189,2983;2189,2983;2315,6355;2124,1362;3000,4158;2425,6128
2012-12-07;2341,7134;2341,7134;2843,8071;2350,008;5227,2896;3422,0256
2012-12-14;2445,3655;2445,3655;3410,6099;2556,3857;7536,7285;4491,5137
2012-12-21;2321,469;2321,469;4522,589;2625,4155;13661,416;6797,0776
2012-11-02;1595,5112;1595,5112;1640,1085;1609,9132;1959,2112;1501,16
2012-11-09;1509,588;1509,588;1351,1918;1336,274;-95,934555;364,5957
2012-11-16;1330,8821;1330,8821;1129,1414;1140,44;-987,9994;-98,985565
2012-11-23;1536,1757;1536,1757;2004,0548;1408,5692;6042,5415;2779,0178
2012-11-30;1184,1428;1184,1428;1252,4758;1148,8982;1995,2603;1420,4572
2012-12-07;1393,0836;1393,0836;1691,7788;1398,0182;4278,66;2473,396
2012-12-14;1201,2769;1201,2769;1675,4497;1255,8151;6292,6396;3247,425
2012-12-21;1310,8771;1310,8771;2553,7961;1482,5083;12650,824;5786,486
2012-11-02;28046,375;28046,375;28830,32;28299,54;28410,074;27952,023
2012-11-09;28202,438;28202,438;25243,246;24964,55;26596,914;27057,445
2012-11-16;29717,936;29717,936;25213,164;25465,455;27399,055;28288,068
2012-11-23;30826,467;30826,467;40215,402;28265,785;35332,832;32069,309
2012-11-30;29404,588;29404,588;31101,432;28529,393;30215,705;29640,902
2012-12-07;23997,676;23997,676;29143,09;24082,68;26883,252;25077,988
2012-12-14;26373,13;26373,13;36783,24;27570,477;31464,494;28419,28
2012-12-21;20296,197;20296,197;39540,207;22953,549;31636,145;24771,807
2012-11-02;21542,176;21542,176;22144,316;21736,629;21905,875;21447,824
2012-11-09;18802,496;18802,496;16829,61;16643,805;17196,973;17657,504
2012-11-16;15840,308;15840,308;13439,167;13573,643;13521,426;14410,44
2012-11-23;20155,18;20155,18;26293,922;18480,938;24661,545;21398,021
2012-11-30;15209,129;15209,129;16086,798;14756,446;16020,246;15445,443
2012-12-07;15466,206;15466,206;18782,361;15520,989;18351,783;16546,518
2012-12-14;16034,173;16034,173;22363,246;16762,129;21125,535;18080,32
2012-12-21;14777,995;14777,995;28789,873;16712,857;26117,941;19253,604
2012-11-02;68377,66;68377,66;70288,93;68994,875;68741,36;68283,305
2012-11-09;71282,88;71282,88;63803,395;63098,984;69677,36;70137,89
2012-11-16;79863,23;79863,23;67757,22;68435,22;77544,34;78433,36
2012-11-23;75743,195;75743,195;98812,6;69451,39;80249,56;76986,04
2012-11-30;74692,77;74692,77;79003,055;72469,625;75503,89;74929,086
2012-12-07;66903,3;66903,3;81248,23;67140,28;69788,875;67983,61
2012-12-14;66551,164;66551,164;92820,51;69572,61;71642,52;68597,31
2012-12-21;37702,6;37702,6;73450,63;42638,95;49042,547;42178,21
2012-11-02;44914,74;44914,74;46170,184;45320,164;45278,438;44820,387
2012-11-09;46784,895;46784,895;41875,906;41413,58;45179,37;45639,902
2012-11-16;54118,09;54118,09;45914,64;46374,08;51799,207;52688,223
2012-11-23;45527,176;45527,176;59393,57;41745,344;50033,543;46770,02
2012-11-30;36119,74;36119,74;38204,09;35044,676;36930,855;36356,05
2012-12-07;35830,285;35830,285;43512,76;35957,203;38715,863;36910,598
