,Date,key_Store_Dept,Predictions,p_20,p_80
14888,2012-11-02,32_30,1662.621,751.58405,3702.7996
14889,2012-11-09,32_30,1769.7589,97.458496,3646.955
14890,2012-11-16,32_30,1735.823,0.0,2986.041
14891,2012-11-23,32_30,1653.591,0.0,2991.9563
14892,2012-11-30,32_30,891.1072,133.61542,2764.278
14893,2012-12-07,32_30,1504.5598,252.40771,2582.453
14894,2012-12-14,32_30,1520.1572,279.12378,2352.5386
14895,2012-12-21,32_30,1328.835,0.0,2262.627
14896,2012-11-02,32_31,4141.452,1627.4489,6065.2188
14897,2012-11-09,32_31,3934.6157,1502.3976,7654.1846
14898,2012-11-16,32_31,4002.3032,998.2174,5882.9795
14899,2012-11-23,32_31,2721.3772,620.5512,4614.909
14900,2012-11-30,32_31,1911.523,0.0,4120.777
14901,2012-12-07,32_31,1634.2166,0.0,3526.1877
14902,2012-12-14,32_31,1904.8153,416.76004,3496.218
14903,2012-12-21,32_31,1834.5553,225.08966,3618.588
14904,2012-11-02,32_32,4702.5767,3081.4585,6970.417
14905,2012-11-09,32_32,4575.0205,1809.867,6774.1313
14906,2012-11-16,32_32,3746.2764,1260.0482,6245.847
14907,2012-11-23,32_32,3472.2534,1120.3577,6238.6694
14908,2012-11-30,32_32,3142.3972,626.1778,5460.477
14909,2012-12-07,32_32,3152.3496,965.227,5469.12
14910,2012-12-14,32_32,3572.5469,1447.3934,6092.4067
14911,2012-12-21,32_32,3275.8137,1510.6304,5078.991
14912,2012-11-02,32_33,4073.5237,1923.715,6734.4673
14913,2012-11-09,32_33,4080.3574,729.5234,6693.2427
14914,2012-11-16,32_33,3965.485,0.0,7082.6797
14915,2012-11-23,32_33,3258.8037,334.08734,6170.519
14916,2012-11-30,32_33,2431.1365,87.764824,4587.399
14917,2012-12-07,32_33,2526.8704,480.66238,4572.2773
14918,2012-12-14,32_33,3037.2646,999.61017,4532.9243
14919,2012-12-21,32_33,3162.3274,1062.2443,4581.6626
14920,2012-11-02,32_34,13137.557,6934.2764,19173.29
14921,2012-11-09,32_34,14457.906,7268.2427,20461.031
14922,2012-11-16,32_34,13745.916,6661.8306,22194.586
14923,2012-11-23,32_34,17166.463,5573.639,23621.748
14924,2012-11-30,32_34,11817.775,4991.551,16599.273
14925,2012-12-07,32_34,8352.729,2665.9253,16365.45
14926,2012-12-14,32_34,9314.386,3248.3987,14642.345
14927,2012-12-21,32_34,8258.966,4215.057,12316.134
14928,2012-11-02,32_35,1918.6953,879.0545,2683.1084
14929,2012-11-09,32_35,1808.5464,504.05908,3701.6582
14930,2012-11-16,32_35,1430.7906,143.9452,2858.5032
14931,2012-11-23,32_35,1510.8058,143.32654,2444.508
14932,2012-11-30,32_35,1429.1262,128.91914,2648.3208
14933,2012-12-07,32_35,1050.889,0.0,2165.3804
14934,2012-12-14,32_35,1325.4137,238.0845,2294.9216
14935,2012-12-21,32_35,1314.6594,322.28024,2215.6072
14936,2012-11-02,32_36,2211.2607,994.8872,3032.1392
14937,2012-11-09,32_36,1663.8022,338.13477,3109.6904
14938,2012-11-16,32_36,1429.3821,383.66898,2582.1038
14939,2012-11-23,32_36,1454.1445,117.12841,2199.0203
14940,2012-11-30,32_36,941.757,0.0,1869.9352
14941,2012-12-07,32_36,914.2175,141.41312,1589.6382
14942,2012-12-14,32_36,904.7986,222.88011,1762.0267
14943,2012-12-21,32_36,1005.7628,242.91055,1684.8475
14944,2012-11-02,32_37,2863.191,1644.4482,5507.1455
14945,2012-11-09,32_37,3029.6013,4.5459824,5127.833
14946,2012-11-16,32_37,2876.3274,382.1844,4828.3984
14947,2012-11-23,32_37,2320.7344,247.11925,3351.1458
14948,2012-11-30,32_37,2123.0625,421.80457,3611.7598
14949,2012-12-07,32_37,1914.7262,535.95276,3139.4905
14950,2012-12-14,32_37,2090.9348,461.52896,3163.2463
14951,2012-12-21,32_37,2086.3206,662.79193,2988.0635
14952,2012-11-02,32_38,76028.59,53621.867,92344.06
14953,2012-11-09,32_38,79267.47,51727.22,108300.91
14954,2012-11-16,32_38,71959.92,34280.04,103236.984
14955,2012-11-23,32_38,74382.055,39133.043,111668.26
14956,2012-11-30,32_38,58314.83,29926.9,87842.805
14957,2012-12-07,32_38,55799.61,34097.066,83541.66
14958,2012-12-14,32_38,57769.72,35125.938,82052.695
14959,2012-12-21,32_38,62386.74,43776.918,84691.55
14960,2012-11-02,32_4,27034.557,17528.326,39189.63
14961,2012-11-09,32_4,30302.373,15665.232,44744.39
14962,2012-11-16,32_4,30779.072,13816.153,45498.324
14963,2012-11-23,32_4,31828.35,13087.758,45824.496
14964,2012-11-30,32_4,18526.193,12525.865,37027.82
14965,2012-12-07,32_4,31767.307,13224.904,38833.09
14966,2012-12-14,32_4,29863.266,16056.0,37623.14
14967,2012-12-21,32_4,28759.523,16039.897,37328.395
14968,2012-11-02,32_40,69722.54,51420.684,84906.7
14969,2012-11-09,32_40,70154.57,41246.38,92221.16
14970,2012-11-16,32_40,73192.35,42922.53,99723.05
14971,2012-11-23,32_40,81465.07,42570.547,104975.875
14972,2012-11-30,32_40,53220.93,43577.168,92979.984
14973,2012-12-07,32_40,70182.27,36948.83,88357.97
14974,2012-12-14,32_40,63409.85,38241.027,83844.5
14975,2012-12-21,32_40,57498.16,39206.22,81796.46
14976,2012-11-02,32_41,4174.4253,2365.8662,6095.02
14977,2012-11-09,32_41,4332.1924,1403.0022,7170.7603
14978,2012-11-16,32_41,4931.26,2146.65,7660.304
14979,2012-11-23,32_41,4079.3154,1657.746,7333.1934
14980,2012-11-30,32_41,4669.9487,1924.2722,7863.33
14981,2012-12-07,32_41,5187.5073,2427.9517,7819.714
14982,2012-12-14,32_41,5431.502,2982.3218,8163.331
14983,2012-12-21,32_41,5533.156,2807.3606,8575.321
14984,2012-11-02,32_42,7748.6006,4389.117,10179.191
14985,2012-11-09,32_42,7156.1763,2354.7043,10937.093
14986,2012-11-16,32_42,8220.113,2606.7842,11277.851
14987,2012-11-23,32_42,5861.2983,1420.0497,9911.082
14988,2012-11-30,32_42,6306.5596,1260.6877,9567.672
14989,2012-12-07,32_42,5510.466,1315.6495,8145.9043
14990,2012-12-14,32_42,5824.058,2430.0476,8449.177
14991,2012-12-21,32_42,5371.275,2429.4712,8487.409
14992,2012-11-02,32_44,6359.1987,3074.4695,9428.972
14993,2012-11-09,32_44,5696.6323,1267.7445,9852.076
14994,2012-11-16,32_44,4917.9194,724.5771,8962.635
14995,2012-11-23,32_44,5158.512,999.2939,9165.463
14996,2012-11-30,32_44,4613.3433,351.0034,7991.109
14997,2012-12-07,32_44,4064.665,742.1062,7062.705
14998,2012-12-14,32_44,3394.7947,1333.2898,5493.8228
14999,2012-12-21,32_44,3685.5303,1644.729,5440.694
15000,2012-11-02,32_45,1.9450955,0.0,5.2128015
15001,2012-11-09,32_45,2.5166564,0.0,6.5272093
15002,2012-11-16,32_45,3.1782835,0.0,8.228849
15003,2012-11-23,32_45,2.2444916,0.0,7.066765
15004,2012-11-30,32_45,2.184066,0.0,7.110048
15005,2012-12-07,32_45,0.807524,0.0,6.703284
15006,2012-12-14,32_45,3.3378983,0.0,7.178896
15007,2012-12-21,32_45,0.0,0.0,6.4103413
15008,2012-11-02,32_46,30033.81,19730.414,41506.168
15009,2012-11-09,32_46,33312.35,18318.637,45980.01
15010,2012-11-16,32_46,29568.795,9099.67,39520.7
15011,2012-11-23,32_46,23666.158,5004.067,44286.684
15012,2012-11-30,32_46,26316.875,6754.2437,39925.105
15013,2012-12-07,32_46,21706.37,7006.116,36739.805
15014,2012-12-14,32_46,19691.36,8108.132,34871.79
15015,2012-12-21,32_46,19611.566,9749.606,31083.293
15016,2012-11-02,32_47,800.5125,226.7166,1348.2496
15017,2012-11-09,32_47,1107.8833,349.85382,1785.543
15018,2012-11-16,32_47,1510.6633,584.7169,2514.8064
15019,2012-11-23,32_47,1933.4678,802.5373,3121.1023
15020,2012-11-30,32_47,2311.051,1040.3275,3833.2585
15021,2012-12-07,32_47,2884.71,1499.3381,4182.18
15022,2012-12-14,32_47,3361.318,2007.4114,5059.422
15023,2012-12-21,32_47,4012.8804,2207.2112,5440.675
15024,2012-11-02,32_48,553.60126,67.89495,1118.21
15025,2012-11-09,32_48,1222.2809,316.70227,2036.453
15026,2012-11-16,32_48,1551.7524,638.24896,2381.2583
15027,2012-11-23,32_48,1868.8722,1117.6731,3044.8313
15028,2012-11-30,32_48,2256.4485,1280.2637,3507.2622
15029,2012-12-07,32_48,2895.449,1870.2528,4260.8936
15030,2012-12-14,32_48,3445.3484,2127.5337,4688.2393
15031,2012-12-21,32_48,3840.98,2422.3748,5320.2915
15032,2012-11-02,32_49,6464.119,2741.1665,9483.634
15033,2012-11-09,32_49,7090.2817,2806.0215,11001.2295
15034,2012-11-16,32_49,6174.638,1434.5883,9513.403
15035,2012-11-23,32_49,5579.87,989.1632,9673.771
15036,2012-11-30,32_49,1089.9475,212.32045,7642.7217
15037,2012-12-07,32_49,3567.3894,731.7152,6939.361
15038,2012-12-14,32_49,3474.171,68.358986,6232.3804
15039,2012-12-21,32_49,4073.8015,1021.5335,5809.3794
15040,2012-11-02,32_5,22812.572,11011.414,32652.826
15041,2012-11-09,32_5,24238.72,9801.026,39467.51
15042,2012-11-16,32_5,16846.99,3083.3547,30356.564
15043,2012-11-23,32_5,17176.498,1488.1289,29786.898
15044,2012-11-30,32_5,12982.116,2559.5571,25890.674
15045,2012-12-07,32_5,14980.631,1743.3741,23601.969
15046,2012-12-14,32_5,15504.356,3741.8142,25591.957
15047,2012-12-21,32_5,15047.332,4362.0254,23752.357
15048,2012-11-02,32_51,787.96466,168.38675,1452.2229
15049,2012-11-09,32_51,1189.0431,436.07642,1877.865
15050,2012-11-16,32_51,1416.2181,590.5915,2291.494
15051,2012-11-23,32_51,1839.371,738.4937,2878.0632
15052,2012-11-30,32_51,2296.2275,996.1569,3240.6262
15053,2012-12-07,32_51,2801.0767,1299.7072,4244.5806
15054,2012-12-14,32_51,3374.0916,1887.8038,4692.1924
15055,2012-12-21,32_51,3779.8809,1907.4626,5304.573
15056,2012-11-02,32_52,3230.3875,1953.415,4629.2603
15057,2012-11-09,32_52,3198.1716,1134.2777,5200.0337
15058,2012-11-16,32_52,3663.6777,468.34772,5871.9624
15059,2012-11-23,32_52,2942.6062,405.02048,5333.24
15060,2012-11-30,32_52,2685.1218,278.54846,4190.014
15061,2012-12-07,32_52,1568.8934,280.8419,3227.194
15062,2012-12-14,32_52,1971.7422,249.70695,2891.3406
15063,2012-12-21,32_52,1547.8738,301.91418,2657.9077
15064,2012-11-02,32_54,61.348248,26.230291,95.896
15065,2012-11-09,32_54,40.81292,6.8754315,72.34678
15066,2012-11-16,32_54,28.548592,0.0,63.142433
15067,2012-11-23,32_54,0.059901886,0.0,40.108116
15068,2012-11-30,32_54,10.439056,0.0,39.712643
15069,2012-12-07,32_54,8.480185,0.0,26.611069
15070,2012-12-14,32_54,11.908011,0.0,31.693514
15071,2012-12-21,32_54,6.9257445,0.0,22.782372
15072,2012-11-02,32_55,7524.083,4298.738,11839.78
15073,2012-11-09,32_55,9448.503,2730.9473,13743.03
15074,2012-11-16,32_55,6189.034,661.3399,11502.815
15075,2012-11-23,32_55,6507.621,1660.6066,11541.337
15076,2012-11-30,32_55,4580.821,1228.394,9022.52
15077,2012-12-07,32_55,6102.498,1845.8116,9898.08
15078,2012-12-14,32_55,4720.527,1454.9437,7619.31
15079,2012-12-21,32_55,4376.862,1465.2279,7402.204
15080,2012-11-02,32_56,1202.8503,638.14355,1718.9017
15081,2012-11-09,32_56,1495.8501,747.4418,1992.4835
15082,2012-11-16,32_56,1512.2783,762.74274,2483.8904
15083,2012-11-23,32_56,1603.4443,813.0249,2401.9502
15084,2012-11-30,32_56,1419.5624,677.11096,2342.8872
15085,2012-12-07,32_56,1642.9471,810.2223,2540.7256
15086,2012-12-14,32_56,1625.5825,950.9084,2673.607
15087,2012-12-21,32_56,1644.644,942.4138,2317.4841
15088,2012-11-02,32_58,2358.829,1560.5211,3039.5505
15089,2012-11-09,32_58,2394.5964,1021.2706,3339.6445
15090,2012-11-16,32_58,1816.1978,851.5785,3720.943
15091,2012-11-23,32_58,2018.5222,852.28845,3610.4077
15092,2012-11-30,32_58,2118.4636,735.6213,3261.476
15093,2012-12-07,32_58,1999.8142,840.3766,3333.2888
15094,2012-12-14,32_58,1911.1879,745.36145,2947.0974
15095,2012-12-21,32_58,1925.3542,1097.7534,2772.7795
15096,2012-11-02,32_59,223.50932,112.51007,336.67905
15097,2012-11-09,32_59,258.71423,75.39414,405.2947
15098,2012-11-16,32_59,223.5075,70.44831,378.7109
15099,2012-11-23,32_59,243.60318,65.0409,423.11835
15100,2012-11-30,32_59,206.55844,36.53019,385.0323
15101,2012-12-07,32_59,222.67381,56.913845,378.04385
15102,2012-12-14,32_59,218.01604,50.791996,348.31946
15103,2012-12-21,32_59,202.61159,40.548378,357.2747
15104,2012-11-02,32_6,2955.7644,1203.0135,4733.4233
15105,2012-11-09,32_6,2872.0818,432.39706,5001.572
15106,2012-11-16,32_6,2718.4639,396.90475,4456.433
15107,2012-11-23,32_6,2814.2598,511.90878,4343.1035
15108,2012-11-30,32_6,2663.1118,662.23627,4225.496
15109,2012-12-07,32_6,2944.1113,640.98047,4210.5503
15110,2012-12-14,32_6,2606.019,723.83203,4492.9966
15111,2012-12-21,32_6,2642.4856,879.4918,4112.725
15112,2012-11-02,32_60,641.71533,323.0721,1010.79614
15113,2012-11-09,32_60,646.219,117.691124,1028.7266
15114,2012-11-16,32_60,659.6747,152.24443,991.0866
15115,2012-11-23,32_60,586.41425,102.19551,964.08685
15116,2012-11-30,32_60,505.523,42.491867,895.8656
15117,2012-12-07,32_60,505.29703,127.209625,957.0093
15118,2012-12-14,32_60,581.4707,102.98543,920.7991
15119,2012-12-21,32_60,510.92422,142.11063,759.89014
15120,2012-11-02,32_67,9299.426,5183.631,13779.734
15121,2012-11-09,32_67,8059.0957,3067.9636,12242.895
15122,2012-11-16,32_67,6235.047,1158.3009,13541.6045
15123,2012-11-23,32_67,7318.714,487.55017,11861.187
15124,2012-11-30,32_67,5730.4,690.1853,11514.1455
15125,2012-12-07,32_67,5553.084,753.545,9819.458
15126,2012-12-14,32_67,6083.439,1561.6439,9729.134
15127,2012-12-21,32_67,5327.2295,742.30505,10125.462
15128,2012-11-02,32_7,20063.232,10617.697,27929.266
15129,2012-11-09,32_7,20914.225,11623.287,30107.432
15130,2012-11-16,32_7,17873.496,6633.0947,34315.934
15131,2012-11-23,32_7,16749.55,3961.41,27225.191
15132,2012-11-30,32_7,10976.897,1334.2552,23225.418
15133,2012-12-07,32_7,14972.896,5324.2676,25583.324
15134,2012-12-14,32_7,13576.646,6582.4023,21475.125
15135,2012-12-21,32_7,14147.715,5099.164,22034.672
15136,2012-11-02,32_71,7273.79,4310.3086,10359.359
15137,2012-11-09,32_71,6778.2285,2216.0947,12239.41
15138,2012-11-16,32_71,6145.158,1428.6765,9404.188
15139,2012-11-23,32_71,5406.766,355.1784,8948.346
15140,2012-11-30,32_71,4912.509,1233.1632,9240.22
15141,2012-12-07,32_71,4932.9404,1133.7319,7639.023
15142,2012-12-14,32_71,3968.919,1176.3203,6441.392
15143,2012-12-21,32_71,3869.0168,1615.0292,6099.676
15144,2012-11-02,32_72,49772.715,37615.62,65533.43
15145,2012-11-09,32_72,50734.79,31465.348,66618.516
15146,2012-11-16,32_72,47308.15,23856.234,68933.23
15147,2012-11-23,32_72,41587.42,20305.03,63346.016
15148,2012-11-30,32_72,41294.074,18445.994,65197.625
15149,2012-12-07,32_72,37863.785,21208.201,54846.113
15150,2012-12-14,32_72,39922.504,22211.213,56465.855
15151,2012-12-21,32_72,42405.46,23722.752,56044.332
15152,2012-11-02,32_74,18489.498,13337.499,25176.867
15153,2012-11-09,32_74,22523.564,13437.381,29741.256
15154,2012-11-16,32_74,17991.127,9342.404,27984.273
15155,2012-11-23,32_74,15837.753,6345.528,26836.701
15156,2012-11-30,32_74,15299.304,6487.396,25320.906
15157,2012-12-07,32_74,14198.231,8065.989,20995.91
15158,2012-12-14,32_74,13355.185,8344.965,19562.629
15159,2012-12-21,32_74,13200.887,8455.136,18095.414
15160,2012-11-02,32_77,1064.746,89.86174,2731.6655
15161,2012-11-09,32_77,1889.2273,607.7584,3784.4756
15162,2012-11-16,32_77,2800.532,882.5734,4807.872
15163,2012-11-23,32_77,3572.7634,1801.9233,5674.558
15164,2012-11-30,32_77,4480.8096,2086.353,6973.869
15165,2012-12-07,32_77,5210.677,2397.478,7986.0186
15166,2012-12-14,32_77,6409.2285,3489.2693,9666.165
15167,2012-12-21,32_77,7705.122,4016.5422,11724.938
15168,2012-11-02,32_78,1529.013,587.1552,2643.862
15169,2012-11-09,32_78,2721.242,1043.0441,4080.7134
15170,2012-11-16,32_78,3673.8826,2065.6887,5221.5625
15171,2012-11-23,32_78,4143.773,2153.6968,5760.1895
15172,2012-11-30,32_78,5053.3564,3139.5725,6930.7974
15173,2012-12-07,32_78,6189.2056,3435.751,9000.136
15174,2012-12-14,32_78,7139.167,4505.894,9686.019
15175,2012-12-21,32_78,8256.74,5251.579,11358.919
15176,2012-11-02,32_79,16985.7,8609.804,21961.746
15177,2012-11-09,32_79,16252.021,5763.9507,28486.73
15178,2012-11-16,32_79,15770.509,5599.8105,23753.75
15179,2012-11-23,32_79,14131.518,5808.31,23546.209
15180,2012-11-30,32_79,12829.697,4500.1216,20235.123
15181,2012-12-07,32_79,11468.794,4686.6255,19231.877
15182,2012-12-14,32_79,12198.919,4801.394,18260.445
15183,2012-12-21,32_79,12627.9,4651.2446,19613.738
15184,2012-11-02,32_8,30341.258,20067.91,41467.953
15185,2012-11-09,32_8,34850.105,18878.219,47480.62
15186,2012-11-16,32_8,35295.637,15098.827,48900.48
15187,2012-11-23,32_8,28288.54,9697.663,44078.664
15188,2012-11-30,32_8,32812.37,9750.706,40820.01
15189,2012-12-07,32_8,27656.062,10362.011,41066.562
15190,2012-12-14,32_8,24167.984,10907.974,38823.15
15191,2012-12-21,32_8,23260.5,10851.584,35013.516
15192,2012-11-02,32_80,20816.074,13352.874,30775.535
15193,2012-11-09,32_80,22959.645,9294.405,35228.2
15194,2012-11-16,32_80,22810.723,7406.776,34177.547
15195,2012-11-23,32_80,18378.861,6865.825,31864.75
15196,2012-11-30,32_80,16848.682,5481.3696,27854.725
15197,2012-12-07,32_80,16322.966,6291.0444,27028.184
15198,2012-12-14,32_80,17573.252,7477.1006,26052.44
15199,2012-12-21,32_80,17117.729,8540.801,24046.574
15200,2012-11-02,32_81,19272.252,13273.862,24530.895
15201,2012-11-09,32_81,19397.494,9206.667,30026.412
15202,2012-11-16,32_81,18719.227,7524.7905,27945.494
15203,2012-11-23,32_81,18056.248,6108.1953,26211.816
15204,2012-11-30,32_81,14747.754,4908.9136,26540.193
15205,2012-12-07,32_81,12733.084,4126.2827,22751.004
15206,2012-12-14,32_81,13376.725,6135.874,18305.143
15207,2012-12-21,32_81,14433.664,7807.333,21717.637
15208,2012-11-02,32_82,21612.102,14647.209,28075.43
15209,2012-11-09,32_82,21261.064,11382.618,29988.635
15210,2012-11-16,32_82,20008.18,8930.657,33317.535
15211,2012-11-23,32_82,18244.467,7158.0527,30304.941
15212,2012-11-30,32_82,16513.5,5980.4243,26910.385
15213,2012-12-07,32_82,16967.268,7175.7573,23338.71
15214,2012-12-14,32_82,17491.756,8215.16,22102.445
15215,2012-12-21,32_82,15790.702,9688.523,23002.773
15216,2012-11-02,32_83,3692.1812,1571.4673,6068.8022
15217,2012-11-09,32_83,3622.6565,1133.8533,5562.7544
15218,2012-11-16,32_83,3636.922,647.52185,5763.291
15219,2012-11-23,32_83,3315.038,868.3563,5667.772
15220,2012-11-30,32_83,3526.5596,562.1515,5326.1016
15221,2012-12-07,32_83,3048.9421,761.6281,5130.588
15222,2012-12-14,32_83,3225.4497,1479.2084,4443.975
15223,2012-12-21,32_83,3035.4946,1331.6365,4518.169
15224,2012-11-02,32_85,1917.157,850.3322,2795.3904
15225,2012-11-09,32_85,2316.5015,446.57477,3094.7373
15226,2012-11-16,32_85,2015.8728,331.16574,3368.2896
15227,2012-11-23,32_85,1800.3246,402.70355,3119.1929
15228,2012-11-30,32_85,1668.1602,366.60016,2726.8186
15229,2012-12-07,32_85,1487.0392,390.1175,2667.0088
15230,2012-12-14,32_85,1635.0739,665.32886,2241.172
15231,2012-12-21,32_85,1539.2985,518.6423,2362.434
15232,2012-11-02,32_87,10566.64,5678.745,13805.263
15233,2012-11-09,32_87,9732.957,3431.4749,16822.232
15234,2012-11-16,32_87,8918.576,3515.2424,15127.253
15235,2012-11-23,32_87,9486.686,1829.8777,15187.729
15236,2012-11-30,32_87,9669.422,2540.4058,13363.668
15237,2012-12-07,32_87,10416.69,4464.894,13936.268
15238,2012-12-14,32_87,8158.743,4531.674,12182.025
15239,2012-12-21,32_87,7529.875,3734.4329,12741.69
15240,2012-11-02,32_9,24579.143,12578.146,33306.848
15241,2012-11-09,32_9,26272.66,10422.651,32440.691
15242,2012-11-16,32_9,25014.318,9393.229,35157.19
15243,2012-11-23,32_9,23978.045,10099.065,35801.105
15244,2012-11-30,32_9,25498.145,11998.915,36122.594
15245,2012-12-07,32_9,23548.41,13139.803,30043.94
15246,2012-12-14,32_9,23018.943,14048.438,30961.852
15247,2012-12-21,32_9,22425.598,13095.773,29551.658
15248,2012-11-02,32_90,74120.3,47875.516,99741.5
15249,2012-11-09,32_90,84166.39,52811.805,113083.62
15250,2012-11-16,32_90,86258.21,50598.67,116871.88
15251,2012-11-23,32_90,81717.04,34389.383,131919.55
15252,2012-11-30,32_90,64129.51,31996.275,112201.4
15253,2012-12-07,32_90,64541.06,28559.527,102198.32
15254,2012-12-14,32_90,60870.54,25515.115,84955.39
15255,2012-12-21,32_90,56321.77,30411.658,81468.66
15256,2012-11-02,32_91,59287.31,43092.89,74052.65
15257,2012-11-09,32_91,57712.77,39409.684,73842.22
15258,2012-11-16,32_91,58970.656,38571.855,81611.805
15259,2012-11-23,32_91,53439.926,32949.27,82627.266
15260,2012-11-30,32_91,53638.523,28677.674,80465.58
15261,2012-12-07,32_91,55818.684,25837.262,84158.41
15262,2012-12-14,32_91,55766.504,26876.346,73964.35
15263,2012-12-21,32_91,45582.875,25501.125,70533.82
15264,2012-11-02,32_92,121590.01,90344.266,156664.33
15265,2012-11-09,32_92,119669.19,85299.85,165741.33
15266,2012-11-16,32_92,132935.12,75100.93,178514.25
15267,2012-11-23,32_92,126602.14,61741.418,176521.53
15268,2012-11-30,32_92,122463.71,53517.97,170568.73
15269,2012-12-07,32_92,116734.67,50278.703,179133.66
15270,2012-12-14,32_92,117068.4,61887.04,159418.67
15271,2012-12-21,32_92,109635.14,68605.65,141041.89
15272,2012-11-02,32_93,38770.652,24144.553,48786.26
15273,2012-11-09,32_93,38682.207,21004.74,55181.48
15274,2012-11-16,32_93,35896.723,18216.82,50590.44
15275,2012-11-23,32_93,35744.688,13546.967,48352.414
15276,2012-11-30,32_93,39054.863,15959.505,51488.64
15277,2012-12-07,32_93,75974.13,15638.579,49369.938
15278,2012-12-14,32_93,51955.504,14789.731,43508.25
15279,2012-12-21,32_93,28523.2,15437.674,42292.082
15280,2012-11-02,32_94,51960.434,41357.715,72304.38
15281,2012-11-09,32_94,56561.24,39742.832,77374.62
15282,2012-11-16,32_94,61620.445,31532.928,92799.69
15283,2012-11-23,32_94,54016.61,26764.82,92048.09
15284,2012-11-30,32_94,51668.99,24452.49,77226.36
15285,2012-12-07,32_94,43906.926,26152.496,79173.22
15286,2012-12-14,32_94,42878.48,20805.965,78389.39
15287,2012-12-21,32_94,42562.93,20346.066,66400.66
15288,2012-11-02,32_95,99728.17,75825.31,116933.1
15289,2012-11-09,32_95,101933.52,67642.28,129717.82
15290,2012-11-16,32_95,91900.49,55637.92,127851.53
15291,2012-11-23,32_95,93377.29,50504.4,138473.19
15292,2012-11-30,32_95,96992.91,53121.168,137469.52
15293,2012-12-07,32_95,98309.41,48024.777,139623.2
15294,2012-12-14,32_95,90478.71,51678.64,120493.1
15295,2012-12-21,32_95,86106.53,53345.81,121242.56
15296,2012-11-02,32_96,2407.1633,808.2497,3409.8005
15297,2012-11-09,32_96,2501.2576,1076.4922,3787.0571
15298,2012-11-16,32_96,1887.5654,352.62216,3476.859
15299,2012-11-23,32_96,2044.8578,603.45575,2925.5967
15300,2012-11-30,32_96,1840.075,603.9191,2941.667
15301,2012-12-07,32_96,2011.8347,591.32,3216.972
15302,2012-12-14,32_96,1929.7289,921.89496,2906.7954
15303,2012-12-21,32_96,1929.6338,1039.5541,2951.9558
15304,2012-11-02,32_97,21839.186,13049.394,25972.494
15305,2012-11-09,32_97,19584.076,10226.82,29762.732
15306,2012-11-16,32_97,21409.385,5703.3853,32207.69
15307,2012-11-23,32_97,21610.818,6375.437,32550.375
15308,2012-11-30,32_97,16014.838,4832.859,24583.252
15309,2012-12-07,32_97,15661.751,5698.069,23873.797
15310,2012-12-14,32_97,16343.631,6521.181,21633.738
15311,2012-12-21,32_97,19071.176,9493.879,20825.006
15312,2012-11-02,32_98,9035.14,6255.1343,14724.346
15313,2012-11-09,32_98,10065.062,2476.7583,16455.107
15314,2012-11-16,32_98,9774.453,1810.95,15934.615
15315,2012-11-23,32_98,7610.6514,2254.7717,13139.307
15316,2012-11-30,32_98,6881.8525,746.304,12411.346
15317,2012-12-07,32_98,6200.1987,1205.9545,10508.872
15318,2012-12-14,32_98,5486.7285,1810.7821,9732.684
15319,2012-12-21,32_98,5963.2812,2927.1985,9702.379
15320,2012-11-02,32_99,8.066934,0.0,22.909832
15321,2012-11-09,32_99,17.08243,1.4276989,30.406704
15322,2012-11-16,32_99,9.5408125,0.0,20.609152
15323,2012-11-23,32_99,13.515891,0.0,32.715244
15324,2012-11-30,32_99,17.487377,0.0,38.75454
15325,2012-12-07,32_99,22.986452,0.0,41.69831
15326,2012-12-14,32_99,17.176342,0.0,33.496758
15327,2012-12-21,32_99,20.425066,0.0,33.62424
15328,2012-11-02,33_1,3627.8145,1248.8313,5334.738
15329,2012-11-09,33_1,5135.614,1130.5502,6857.7163
15330,2012-11-16,33_1,2966.7407,729.18713,6413.3994
15331,2012-11-23,33_1,2557.5881,546.6596,4335.6943
15332,2012-11-30,33_1,2747.2732,713.7901,4147.634
15333,2012-12-07,33_1,2169.3132,710.16205,3684.7158
15334,2012-12-14,33_1,2213.3145,860.452,3589.4001
15335,2012-12-21,33_1,2034.168,733.6284,3423.3533
15336,2012-11-02,33_10,104.04519,45.898163,159.85149
15337,2012-11-09,33_10,82.442,29.906296,127.23175
15338,2012-11-16,33_10,78.073875,22.95105,126.25712
15339,2012-11-23,33_10,80.93631,15.004863,120.22773
15340,2012-11-30,33_10,62.529152,0.0,109.8488
15341,2012-12-07,33_10,86.021614,6.7791996,126.64613
15342,2012-12-14,33_10,66.20807,0.0,128.80135
15343,2012-12-21,33_10,63.67315,1.4274048,112.41806
15344,2012-11-02,33_11,134.9451,75.49997,192.05113
15345,2012-11-09,33_11,156.07503,77.91691,253.3551
15346,2012-11-16,33_11,138.68805,42.489048,241.18517
15347,2012-11-23,33_11,173.39403,39.69124,238.0807
15348,2012-11-30,33_11,166.94215,41.66342,233.22845
15349,2012-12-07,33_11,130.23552,28.563984,228.00093
15350,2012-12-14,33_11,106.155495,22.370943,219.19208
15351,2012-12-21,33_11,116.26917,22.282845,197.50398
15352,2012-11-02,33_12,13.227804,4.0043807,22.577
15353,2012-11-09,33_12,15.776582,5.382758,29.814005
15354,2012-11-16,33_12,16.193554,4.6566057,30.980297
15355,2012-11-23,33_12,16.820763,1.9831282,29.459202
15356,2012-11-30,33_12,13.728604,0.0,30.453007
